employee_id,guide_id,task_id,role,department,task_order,phase,category,task_name,task_description,task_owner,action_required_by,required,status,joining_date,due_date,is_overdue,evidence,issue_text,ml_target_category,ml_match_score,confidence_band,approved_next_step,next_step_owner,employee_action,reminder_template,escalation_rule,reviewer_action,review_timestamp,source_type,source_reference,ml_text
EMP-003,G037,G037-T16,Operations Manager,Operations,16,Role Setup,Operations Systems,Get operations system access,Receive approved access to operational systems.,IT,IT,True,Pending,2026-09-22,2026-09-25,False,,Get operations system access is incomplete.,Operations Systems,0.89,High / Usable,Complete or confirm: Get operations system access,IT,No employee action,Please complete the required onboarding task: Get operations system access.,Escalate to the role manager if Get operations system access is overdue.,None,2026-09-13T12:54:00,Synthetic role-specific guide,G037,Get operations system access is incomplete. Receive approved access to operational systems.
EMP-003,G037,G037-T17,Operations Manager,Operations,17,Role Setup,Operations Knowledge,Review operational KPIs,"Review key operational metrics, processes and owners.",Operations Director,Employee,True,Completed,2026-09-22,2026-09-27,False,Task completion confirmation,Review operational KPIs needs attention; current status is completed.,Operations Knowledge,0.93,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review operational KPIs.,Escalate to the role manager if Review operational KPIs is overdue.,None,2026-09-14T08:55:00,Synthetic role-specific guide,G037,"Review operational KPIs needs attention; current status is completed. Review key operational metrics, processes and owners."
EMP-003,G037,G037-T18,Operations Manager,Operations,18,Role Setup,Continuity,Review escalation process,Review operational issue escalation and continuity procedures.,Operations Director,Employee,True,Completed,2026-09-22,2026-09-27,False,Task completion confirmation,Employee has completed status for review escalation process.,Continuity,0.94,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review escalation process.,Escalate to the role manager if Review escalation process is overdue.,None,2026-09-12T11:45:00,Synthetic role-specific guide,G037,Employee has completed status for review escalation process. Review operational issue escalation and continuity procedures.
EMP-004,G040,G040-T01,Procurement Specialist,Procurement,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,HR,Employee,True,Completed,2026-09-26,2026-09-26,False,Identity documents submitted,Submit identity verification documents is completed.,Identity & Compliance,0.9,High / Usable,No action required; task is complete.,HR,No employee action,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,None,2026-09-11T14:10:00,Synthetic onboarding guide,G040,Submit identity verification documents is completed. Upload the required identity documents for employment verification.
EMP-004,G040,G040-T02,Procurement Specialist,Procurement,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,HR,Employee,True,Pending,2026-09-26,2026-09-26,False,,Review and sign employment agreement is pending.,Employment,0.86,High / Usable,Complete and sign the employment agreement,HR,Take action,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,None,2026-09-14T00:58:00,Synthetic onboarding guide,G040,Review and sign employment agreement is pending. Review the employment agreement and electronically sign it before the joining date.
EMP-004,G040,G040-T03,Procurement Specialist,Procurement,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Finance/HR,Employee,True,Completed,2026-09-26,2026-09-27,False,Payroll information submitted,Submit payroll and bank information needs attention; current status is completed.,Payroll,0.91,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,None,2026-09-12T03:37:00,Synthetic onboarding guide,G040,Submit payroll and bank information needs attention; current status is completed. Provide the approved payroll information required to process salary payments.
EMP-004,G040,G040-T04,Procurement Specialist,Procurement,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,HR,Employee,True,Completed,2026-09-26,2026-09-27,False,Completed HR form,Complete employee information form needs attention; current status is completed.,HR Forms,0.92,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your employee information form.,Escalate to HR if incomplete.,None,2026-09-15T00:01:00,Synthetic onboarding guide,G040,Complete employee information form needs attention; current status is completed. Complete required employee profile and emergency-contact information using the onboarding form.
EMP-004,G040,G040-T05,Procurement Specialist,Procurement,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,HR,Employee,True,Completed,2026-09-26,2026-09-28,False,Policy acknowledgement,Acknowledge company policies needs attention; current status is completed.,Policy,0.95,High / Usable,No action required; task is complete.,Employee,No employee action,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,None,2026-09-10T11:24:00,Synthetic onboarding guide,G040,Acknowledge company policies needs attention; current status is completed. Review and acknowledge the required employee policies and code of conduct.
EMP-004,G040,G040-T06,Procurement Specialist,Procurement,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,True,Pending,2026-09-26,2026-09-27,False,,Onboarding item 'Create company email account' is currently pending.,IT Access,0.86,High / Usable,IT should create and activate the company email,IT,No employee action,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,None,2026-09-12T04:26:00,Synthetic onboarding guide,G040,Onboarding item 'Create company email account' is currently pending. IT creates the employee's corporate email account and confirms activation.
EMP-004,G040,G040-T07,Procurement Specialist,Procurement,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,True,Completed,2026-09-26,2026-09-28,False,Device assignment confirmation,Onboarding item 'Provision laptop/workstation' is currently completed.,IT Equipment,0.93,High / Usable,No action required; task is complete.,IT,No employee action,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,None,2026-09-13T14:46:00,Synthetic onboarding guide,G040,Onboarding item 'Provision laptop/workstation' is currently completed. IT prepares the approved laptop or workstation and records the device assignment.
