guide_id,role,department,seniority,job_family,task_id,task_order,phase,category,task_name,task_description,action_required_by,task_owner,due_offset_days,required,expected_evidence,approved_next_step,next_step_owner,reminder_template,escalation_rule,source_type,source_reference,ml_training_text
G004,Backend Developer,Engineering,Individual Contributor,Technical,G004-T11,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Employee,Manager,1,True,Manager meeting confirmation,Complete the manager onboarding meeting,Employee,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,Synthetic onboarding guide,G004,Backend Developer. Meet reporting manager. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.. Owner: Manager.
G004,Backend Developer,Engineering,Individual Contributor,Technical,G004-T12,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Employee,Manager,3,True,Team introduction confirmation,Complete the team introduction activities,Employee,Please complete your team introductions.,Escalate to manager if not completed.,Synthetic onboarding guide,G004,Backend Developer. Complete team introduction. Meet key team members and understand team communication and collaboration practices.. Owner: Manager.
G004,Backend Developer,Engineering,Individual Contributor,Technical,G004-T13,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Employee,Manager,5,True,Onboarding plan acknowledgement,Review the role-specific onboarding plan,Employee,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,Synthetic onboarding guide,G004,"Backend Developer. Review role-specific onboarding plan. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.. Owner: Manager."
G004,Backend Developer,Engineering,Individual Contributor,Technical,G004-T14,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,Employee,IT,5,True,Access confirmation or access issue,Confirm required system access,Employee,Please confirm that you can access the required systems.,Escalate missing access to IT.,Synthetic onboarding guide,G004,Backend Developer. Confirm required access. Employee confirms that all required systems and applications are accessible and reports missing access.. Owner: IT.
G004,Backend Developer,Engineering,Individual Contributor,Technical,G004-T15,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Employee,Manager,7,True,Check-in confirmation,Complete the manager check-in,Employee,Please complete your first-week manager check-in.,Escalate to manager if not completed.,Synthetic onboarding guide,G004,"Backend Developer. Complete first-week check-in. Complete a structured check-in with the manager to review progress, blockers and next priorities.. Owner: Manager."
G004,Backend Developer,Engineering,Individual Contributor,Technical,G004-T16,16,Role Setup,Engineering Access,Get backend repository access,Receive access to backend repositories and services.,IT,IT,3,True,Task completion confirmation,Complete or confirm: Get backend repository access,IT,Please complete the required onboarding task: Get backend repository access.,Escalate to the role manager if Get backend repository access is overdue.,Synthetic role-specific guide,G004,Backend Developer. Get backend repository access. Receive access to backend repositories and services.. Owner: IT.
G004,Backend Developer,Engineering,Individual Contributor,Technical,G004-T17,17,Role Setup,Development Environment,Set up backend development environment,"Install and validate backend tools, runtimes and dependencies.",Employee,IT,5,True,Task completion confirmation,Complete or confirm: Set up backend development environment,Employee,Please complete the required onboarding task: Set up backend development environment.,Escalate to the role manager if Set up backend development environment is overdue.,Synthetic role-specific guide,G004,"Backend Developer. Set up backend development environment. Install and validate backend tools, runtimes and dependencies.. Owner: IT."
G004,Backend Developer,Engineering,Individual Contributor,Technical,G004-T18,18,Role Setup,API Standards,Review API and service standards,"Review API conventions, service ownership and development workflow.",Employee,Manager,5,True,Task completion confirmation,Complete or confirm: Review API and service standards,Employee,Please complete the required onboarding task: Review API and service standards.,Escalate to the role manager if Review API and service standards is overdue.,Synthetic role-specific guide,G004,"Backend Developer. Review API and service standards. Review API conventions, service ownership and development workflow.. Owner: Manager."
G005,Full Stack Developer,Engineering,Individual Contributor,Technical,G005-T01,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,Employee,HR,0,True,Identity documents submitted,Request the missing identity document,HR,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,Synthetic onboarding guide,G005,Full Stack Developer. Submit identity verification documents. Upload the required identity documents for employment verification.. Owner: HR.
G005,Full Stack Developer,Engineering,Individual Contributor,Technical,G005-T02,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,Employee,HR,0,True,Signed employment agreement,Complete and sign the employment agreement,HR,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,Synthetic onboarding guide,G005,Full Stack Developer. Review and sign employment agreement. Review the employment agreement and electronically sign it before the joining date.. Owner: HR.
